"0","#| warning: FALSE"
"0","#| message: FALSE"
"0","#| fig.width: 9"
"0","#| fig.height: 6"
"0",""
"0","tennessee %>% "
"0","  mutate(buyer_county=str_to_title(buyer_county)) %>% "
"0","  ggplot(aes(x=year, y=rate, color=type)) +"
"0","  geom_line() +"
"0","  facet_geo(vars(buyer_county), grid = ""us_tn_counties_grid1"") +"
"0","  theme_minimal() +"
"0","  scale_x_continuous(breaks=c(2006, 2014),"
"0","                     labels=c(""'06"", ""'14"")) +"
"0","  labs(title=""Rates of opioid purchases and deaths in Tennessee"")"
