"0","#| warning: FALSE"
"0","#| message: FALSE"
"0",""
"0","p <- state_df %>% "
"0","  filter(state==""Tennessee"") %>% "
"0","  ggplot(aes(x=year, y=rate, color=type)) +"
"0","    scale_color_manual("
"0","    values = c(death_per_1m = ""#0072B2"", pills_per_person = ""#D55E00""),"
"0","    guide=""none"""
"0","  ) +"
"0","  geom_line() +"
"0","  # don't need this anymore"
"0","  # theme(legend.position = 'bottom') +"
"0","  theme_minimal() +"
"0","# This is new: element_markdown()"
"0","  theme("
"0","    text= element_text(family = ""Times""),"
"0","    plot.title.position = ""plot"","
"0","    plot.title= element_markdown(size=11, lineheight = 1.2)"
"0","  ) +"
"0","# Everything can go into title along with html code"
"0","  labs(title = ""<strong>Rates of opioid purchases and deaths in Tennessee</strong><br>"
"0","<span style = 'font-size:10pt;'>The annual increase in the sale of <span style = 'color:#0072B2;'>opioid pills per person</span> corresponded with the increase <br />in <span style = 'color:#D55E00;'>overdose deaths per million residents</span> until 2011 when sales declined while deaths kept increasing."","
"0","       x = ""Year"","
"0","       y = ""Rate"")"
"0","p"
